model,Default Fit Time,Default RMSE,CrossCV Fit Time,CrossCV RMSE,GridSearchCV Fit Time,GridSearchCV RMSE,GridSearchCV Best Params
KNNBasic,0.0936870574951171,0.7262389271085168,0.0667179584503173,0.9486213930748983,79.09223484992981,0.9523379700007936,"{'k': 20, 'sim_options': {'name': 'msd', 'user_based': True}}"
SVD,6.504531145095825,0.6394634024675867,5.438243961334228,0.8733599066924167,217.91046714782715,0.869583820921453,"{'n_factors': 2, 'n_epochs': 20, 'lr_all': 0.01, 'reg_all': 0.04}"
CoClustering,1.3927361965179443,0.8262597187954481,1.3768799304962158,0.9453072881814469,291.35339307785034,0.9535741835394321,"{'n_epochs': 200, 'n_cltr_u': 3}"
